x35_mapped,x36_mapped,x37_mapped,x38_mapped,x39_mapped,x40_mapped,x50_mapped,x51_mapped,x52_mapped,x53_mapped,x54_mapped,x55_mapped,x57_mapped,x41_mapped,x42_mapped,x1_mapped,x5_mapped,x7_mapped,x43_mapped,x44_mapped,x45_mapped,x46_mapped,x47_mapped,x48_mapped,x49_mapped,x56_mapped,x6_mapped,x8_mapped,x9_mapped,x10_mapped,x11_mapped,x12_mapped,x13_mapped,x14_mapped,x15_mapped,x16_mapped,x17_mapped,x18_mapped,x19_mapped,x20_mapped,x21_mapped,x22_mapped,x23_mapped,x24_mapped,x4_mapped,x3_mapped,x58_mapped,Unnamed: 0,label_kenaikan
4,4,8,12,0,0,8,12,2,8,8,12,0.0,0,3,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,1300,13,1,0,1,1,0,0,0,1,0,1,0,1,1,1,3,0,5,1.0,,119,0
4,4,4,12,8,0,8,12,8,8,8,12,0.0,3,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1,2200,18,1,1,1,1,1,0,0,1,0,2,0,1,3,0,3,1,6,1.0,,120,0
4,4,8,12,0,0,2,12,8,8,8,12,0.0,2,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1,1300,8,1,0,1,1,0,0,0,1,0,1,0,1,1,0,2,1,4,1.0,,121,1
4,4,8,12,0,0,8,2,8,8,2,8,4.0,3,3,1,0,0,1,1,0.0,0.0,0.0,1.0,0.0,0,900,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,4,1.0,,122,1
2,4,4,8,0,0,2,12,8,8,8,12,2.0,3,2,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,1,1300,13,1,0,1,1,0,1,0,1,0,1,0,1,1,1,2,1,4,1.0,,123,1
4,4,4,8,0,0,8,12,2,8,12,12,2.0,0,2,1,0,0,0,1,0.0,0.0,1.0,0.0,1.0,1,2200,13,1,0,1,1,0,0,0,1,0,1,0,1,2,1,1,0,6,1.0,,124,0
4,4,8,12,0,0,12,8,8,8,8,12,0.0,2,2,1,0,0,1,1,0.0,0.0,0.0,1.0,1.0,1,1300,13,1,0,1,1,0,0,0,1,0,1,1,1,2,0,2,1,3,1.0,,125,0
2,4,8,8,0,0,8,8,8,8,12,12,0.0,2,2,1,0,1,1,1,0.0,0.0,1.0,0.0,0.0,1,1300,13,1,0,1,0,0,0,0,1,0,1,0,1,2,0,2,1,5,1.0,,126,0
4,4,4,12,0,0,8,12,2,8,8,12,2.0,2,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1,1300,13,1,0,1,1,0,1,0,1,0,1,0,1,1,1,3,1,5,1.0,,127,0
2,4,8,12,0,0,8,12,8,8,12,12,2.0,1,2,1,0,1,1,1,0.0,0.0,1.0,0.0,1.0,1,1300,13,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,3,1.0,,128,0
4,4,4,8,0,0,12,12,2,8,8,12,0.0,0,3,1,0,0,1,1,0.0,0.0,0.0,1.0,1.0,1,900,13,1,1,1,1,0,0,0,1,0,1,0,1,0,0,4,0,4,1.0,,129,1
4,8,4,8,0,0,8,8,8,8,8,14,0.0,0,2,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,900,13,1,0,1,0,0,0,0,1,0,1,0,1,1,0,2,0,4,1.0,,130,0
4,4,8,12,0,0,8,12,2,8,14,14,2.0,2,3,1,0,0,1,1,0.0,0.0,1.0,0.0,1.0,1,1300,8,1,0,1,1,1,0,0,1,1,1,0,1,1,1,3,1,4,1.0,,131,0
2,8,8,12,0,0,8,12,2,2,12,14,2.0,0,2,1,0,0,1,1,0.0,0.0,1.0,0.0,1.0,1,1300,13,1,1,1,0,0,0,0,1,0,1,0,1,2,1,2,0,3,1.0,,132,0
8,8,8,12,0,0,8,8,8,8,8,14,2.0,0,3,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1300,13,1,1,1,1,0,0,0,1,0,1,0,1,2,1,2,0,3,1.0,,133,0
4,4,4,12,0,0,12,12,8,2,8,14,2.0,3,2,1,0,0,1,1,0.0,0.0,0.0,1.0,1.0,1,1300,13,1,1,1,1,0,0,0,1,1,1,0,1,2,1,2,1,5,1.0,,134,1
4,4,4,12,0,0,8,8,2,8,8,14,2.0,3,2,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1,1300,13,1,1,1,1,0,0,0,1,0,1,0,1,1,1,2,1,3,1.0,,135,0
4,4,8,8,0,0,2,12,2,8,8,12,0.0,2,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1,900,8,1,0,1,1,0,0,0,1,0,1,0,1,0,0,4,1,3,1.0,,136,0
4,2,4,8,0,0,8,8,2,8,12,12,0.0,2,2,1,0,0,0,1,0.0,0.0,1.0,0.0,0.0,1,900,8,1,0,1,1,0,0,0,1,0,1,0,1,0,0,3,1,3,1.0,,137,0
4,8,8,8,0,0,8,12,2,2,12,12,2.0,0,3,1,0,0,1,1,0.0,0.0,1.0,0.0,1.0,1,900,13,1,0,1,0,0,0,0,1,0,1,0,1,0,1,4,0,3,1.0,,138,0
8,12,12,14,12,4,14,14,14,14,14,8,3.0,3,2,1,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1,2200,13,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,4,1.0,,139,0
4,8,8,12,0,0,8,8,8,8,12,14,4.0,5,4,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,3500,22,1,1,1,0,0,0,0,1,0,3,0,1,4,1,3,1,4,1.0,,140,0
8,14,12,14,8,8,8,12,8,12,12,14,4.0,5,5,1,1,0,1,1,0.0,1.0,1.0,0.0,0.0,0,3500,22,1,1,1,0,0,0,2,1,0,6,2,1,6,2,6,1,6,1.0,,141,1
4,8,12,14,8,8,12,2,8,8,8,14,4.0,5,5,1,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0,3500,22,1,1,1,0,0,0,2,1,0,5,2,1,6,1,5,1,5,1.0,,142,0
0,0,12,14,12,12,14,14,2,2,14,12,0.0,0,3,1,0,0,1,1,0.0,0.0,1.0,1.0,1.0,1,450,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,3.0,,143,0
4,4,8,12,4,4,8,12,2,8,8,12,0.0,3,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1,2200,18,1,1,1,0,1,1,1,1,0,2,2,1,3,0,2,1,5,1.0,,144,0
4,4,8,12,0,0,8,8,2,2,12,12,0.0,1,2,1,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1,1300,13,1,0,1,1,0,0,0,1,0,1,0,1,2,0,2,1,4,1.0,,145,0
4,4,8,8,2,4,8,12,2,8,8,12,0.0,2,2,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,1,1300,13,1,0,1,1,0,0,1,1,0,1,1,1,1,0,3,1,5,1.0,,146,0
2,4,8,12,4,8,8,12,8,2,12,14,0.0,2,2,1,0,0,1,1,0.0,0.0,1.0,0.0,1.0,1,2200,13,1,0,1,1,1,1,1,1,0,2,1,1,4,0,2,1,4,1.0,,147,1
4,4,8,12,4,8,8,12,8,8,12,12,0.0,2,2,1,0,1,1,1,0.0,0.0,1.0,0.0,1.0,1,2200,18,1,1,1,1,0,0,1,1,0,2,1,1,4,0,3,1,5,1.0,,148,0
4,8,8,12,4,8,8,2,8,8,8,8,0.0,3,3,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1300,13,1,0,1,0,0,0,1,1,0,1,1,1,1,0,5,1,6,1.0,,149,0
8,8,8,12,4,4,8,14,8,2,12,12,0.0,3,2,1,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1300,8,1,0,1,0,1,0,1,1,0,1,1,1,0,0,2,1,5,1.0,,150,1
4,4,8,4,4,4,8,12,2,2,12,14,0.0,2,3,1,0,1,0,1,0.0,0.0,1.0,0.0,1.0,1,1300,8,1,0,1,1,0,0,1,1,0,1,1,1,1,0,2,1,3,1.0,,151,0
2,4,4,12,4,4,8,12,2,8,12,14,0.0,3,2,1,0,0,0,1,0.0,0.0,1.0,0.0,1.0,1,2200,18,1,1,1,1,0,1,1,1,0,1,1,1,4,0,1,1,6,1.0,,152,0
4,4,8,12,4,8,8,12,8,8,8,12,0.0,3,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1,2200,13,1,0,1,1,1,1,1,1,0,1,2,1,3,0,2,1,4,1.0,,153,0
4,4,8,8,0,0,8,8,8,8,12,14,0.0,3,2,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,2200,13,1,1,1,2,1,1,0,1,0,2,0,1,4,1,1,1,4,1.0,,154,1
2,4,4,4,0,0,8,12,8,8,12,14,0.0,2,2,1,0,1,1,1,0.0,0.0,1.0,0.0,1.0,1,1300,8,1,0,1,1,1,0,0,1,0,1,1,1,2,0,1,1,5,1.0,,155,0
4,8,12,14,14,4,8,8,8,8,8,8,0.0,3,2,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,1,900,8,1,0,1,0,0,0,1,0,0,1,0,1,1,0,2,1,4,1.0,,156,0
4,4,12,12,4,2,8,2,2,8,2,8,0.0,4,2,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,2200,18,1,1,1,1,1,0,3,0,0,1,0,1,3,0,1,1,4,1.0,,157,0
2,2,8,12,0,0,8,2,2,8,8,8,0.0,3,3,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1,3500,18,1,0,1,1,0,0,0,0,0,1,0,1,3,0,0,1,5,1.0,,158,1
4,8,8,12,0,0,8,8,2,8,8,8,0.0,5,2,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1,1300,8,1,0,1,0,1,0,0,0,0,1,0,1,3,0,3,1,6,1.0,,159,1
2,4,8,4,0,0,12,2,2,8,8,12,0.0,3,2,1,0,0,1,1,0.0,0.0,0.0,1.0,0.0,1,2200,8,1,0,1,1,1,0,0,0,0,1,0,1,3,0,2,1,4,1.0,,160,1
4,4,12,14,4,4,8,8,8,8,12,14,0.0,3,2,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,2200,18,1,0,0,0,0,0,1,1,0,3,1,1,4,0,4,1,5,1.0,,161,0
4,8,8,12,0,0,14,8,8,8,8,14,0.0,5,5,1,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0,3500,22,1,1,1,0,0,0,0,1,0,4,0,1,4,0,4,1,6,1.0,,162,1
4,12,8,8,4,12,8,8,8,8,12,14,0.0,5,5,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0,2200,22,1,1,0,0,0,0,2,1,0,4,2,1,4,0,4,1,4,1.0,,163,0
2,4,8,12,4,4,8,12,2,2,8,14,0.0,0,2,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,900,8,1,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,4,4.0,,164,0
4,4,4,12,0,0,2,12,8,2,8,14,0.0,0,0,1,1,0,0,1,0.0,0.0,0.0,0.0,1.0,1,900,8,1,0,1,0,0,0,0,1,0,1,0,1,0,0,2,0,3,4.0,,165,0
2,4,4,8,0,0,2,12,8,8,8,12,0.0,1,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1,1300,13,1,0,0,0,0,0,0,1,0,1,0,1,1,0,2,1,3,1.0,,166,0
2,4,8,8,0,0,8,12,2,8,12,12,0.0,0,2,1,0,1,0,1,0.0,0.0,1.0,0.0,1.0,1,1300,8,1,0,1,0,0,0,0,1,0,1,0,1,1,0,2,0,3,1.0,,167,0
4,4,8,8,0,0,8,12,2,2,8,12,0.0,0,2,1,0,1,0,1,0.0,0.0,0.0,0.0,1.0,1,1300,13,1,0,0,0,1,0,0,1,0,1,0,1,1,0,2,0,1,1.0,,168,0
8,12,8,8,0,0,2,2,2,8,8,8,0.0,4,1,1,1,0,0,1,0.0,1.0,0.0,0.0,0.0,1,1300,8,1,0,1,0,1,0,0,0,0,1,0,1,2,0,2,1,5,1.0,,169,0
0,0,12,12,0,0,2,2,2,2,2,2,0.0,0,3,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,450,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3.0,,170,0
4,4,8,12,2,4,8,8,8,8,8,14,0.0,3,2,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,1,2200,22,1,1,0,0,0,0,1,0,0,3,1,1,4,0,3,1,4,1.0,,171,0
4,8,8,8,0,0,8,2,8,8,8,12,0.0,5,5,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1,2200,18,1,0,0,0,1,0,0,1,0,2,0,1,3,0,4,1,4,1.0,,172,1
4,4,8,8,12,12,14,14,8,8,12,8,0.0,5,4,1,1,1,1,1,0.0,0.0,1.0,0.0,1.0,1,2200,13,1,0,1,0,1,0,1,1,0,2,1,2,3,0,1,2,4,1.0,,173,0
0,0,12,14,14,14,14,14,14,14,14,14,0.0,0,0,1,1,0,0,1,1.0,1.0,1.0,1.0,1.0,0,2200,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,,174,0
4,4,8,8,14,4,12,2,8,8,8,8,0.0,3,1,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1,450,8,1,0,1,0,1,0,2,1,0,1,0,1,0,0,2,1,5,1.0,,175,0
0,0,12,14,0,0,8,2,8,8,2,8,0.0,2,2,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,900,13,1,0,1,0,0,0,0,0,0,0,0,1,1,0,4,1,5,1.0,,176,0
4,8,12,14,2,2,12,2,8,8,8,12,0.0,5,3,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0,3500,22,2,0,2,1,0,0,1,1,1,1,0,2,6,0,2,1,6,1.0,,177,1
4,4,8,8,4,8,8,12,2,8,12,12,0.0,3,2,1,0,0,1,1,0.0,0.0,1.0,0.0,1.0,1,2200,18,1,1,1,1,1,1,1,1,0,1,1,1,3,0,2,1,4,1.0,,178,0
2,4,8,12,8,8,8,12,2,8,12,12,0.0,3,2,1,0,0,0,1,0.0,0.0,1.0,0.0,1.0,1,3500,18,1,1,1,1,0,0,2,1,0,1,2,1,4,0,2,1,5,1.0,,179,0
4,4,12,12,4,8,12,8,8,8,12,14,0.0,3,2,1,0,0,1,1,0.0,0.0,1.0,0.0,1.0,1,3500,18,1,2,2,1,0,1,2,2,0,2,3,1,4,0,3,1,5,1.0,,180,0
4,4,8,12,4,8,8,12,2,8,8,12,0.0,2,2,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,2200,13,1,1,1,1,0,1,1,1,0,1,3,1,2,0,2,1,3,1.0,,181,0
2,4,12,12,0,0,8,12,8,8,8,12,0.0,2,2,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,1300,13,1,0,1,1,0,0,0,1,0,1,0,1,2,0,2,1,4,1.0,,182,0
2,4,4,8,4,4,8,12,8,8,8,12,0.0,0,2,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,1300,13,1,0,1,0,0,0,1,1,0,1,1,1,2,0,2,0,4,1.0,,183,0
2,4,8,8,4,8,8,12,8,8,8,12,0.0,2,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1,1300,13,1,0,1,1,0,0,1,1,0,1,1,1,2,0,2,1,3,1.0,,184,0
4,4,12,12,4,8,8,12,2,2,8,12,0.0,2,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1,2200,18,1,0,1,1,1,0,1,1,0,1,1,1,4,0,1,1,5,1.0,,185,0
2,2,4,4,8,8,8,12,2,8,8,12,0.0,1,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1,1300,13,1,1,1,1,0,1,1,1,0,1,1,1,2,0,1,1,3,1.0,,186,0
2,2,8,12,4,8,8,12,2,2,8,14,0.0,2,2,1,0,0,1,1,0.0,0.0,1.0,0.0,1.0,1,3500,18,1,1,1,1,0,1,2,1,0,1,2,1,4,0,1,1,5,1.0,,187,0
2,4,8,12,4,4,8,14,2,2,12,14,0.0,0,2,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,1,1300,8,1,1,1,0,0,0,1,1,0,1,1,1,2,0,2,0,4,1.0,,188,0
4,2,8,8,0,0,8,12,8,2,8,14,0.0,2,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1,1300,13,1,0,1,0,0,0,0,1,0,1,0,1,2,0,2,1,4,1.0,,189,0
4,4,4,8,0,0,8,8,2,8,12,12,0.0,0,2,1,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1,1300,13,1,1,1,1,0,0,0,1,0,1,0,1,1,0,2,0,3,4.0,,190,0
4,4,8,12,0,0,8,8,2,8,8,12,0.0,0,3,1,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1,1300,13,1,0,1,1,0,0,0,1,0,1,0,1,2,0,2,0,5,1.0,,191,0
4,4,8,8,0,0,8,8,12,8,8,12,4.0,2,2,1,0,0,1,1,1.0,0.0,0.0,0.0,1.0,1,450,8,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,5,1.0,,192,0
4,8,8,12,4,8,8,12,2,8,8,8,0.0,3,2,1,0,0,1,1,0.0,0.0,1.0,0.0,1.0,1,2200,13,1,1,1,1,0,1,1,1,0,1,2,1,3,0,2,1,5,1.0,,193,0
2,4,12,12,4,8,8,8,2,8,12,14,0.0,2,2,1,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1,2200,13,1,0,1,1,0,1,1,1,0,1,1,1,4,0,2,1,5,1.0,,194,1
4,8,8,14,0,0,12,2,8,8,8,14,0.0,4,4,1,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0,3500,22,1,0,0,0,0,0,0,1,0,3,0,1,4,0,3,1,3,1.0,,195,0
2,2,12,14,8,12,8,2,8,8,8,12,0.0,5,5,1,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0,3500,18,1,1,1,1,0,0,2,1,1,1,2,1,2,0,1,1,4,1.0,,196,1
2,2,8,14,2,4,8,8,8,2,12,12,2.0,5,1,1,1,0,0,1,1.0,0.0,0.0,0.0,1.0,0,3500,18,1,1,1,0,1,0,0,1,0,1,0,1,5,1,0,1,5,1.0,,197,0
2,2,8,8,8,12,14,14,8,8,14,12,0.0,4,2,1,0,0,1,1,0.0,1.0,1.0,1.0,1.0,1,3500,13,1,0,2,0,0,0,1,1,0,2,1,1,1,0,2,1,4,1.0,,198,0
2,2,12,12,4,2,12,8,12,12,14,12,0.0,5,5,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0,2200,8,1,0,1,0,0,0,0,0,0,1,0,1,2,0,1,1,5,1.0,,199,1
8,8,12,2,8,2,8,2,2,8,2,12,0.0,5,5,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,1,3500,22,1,1,1,1,1,0,3,1,0,2,0,2,4,0,2,1,5,1.0,,200,0
0,0,12,14,0,0,8,14,2,2,2,2,0.0,0,2,1,0,1,0,1,0.0,0.0,0.0,0.0,1.0,1,2200,8,0,0,1,1,0,1,0,0,0,0,0,2,0,0,1,0,1,2.0,,201,0
0,0,4,4,0,0,12,12,2,8,12,8,0.0,2,2,1,0,0,1,0,0.0,1.0,1.0,1.0,1.0,1,1300,8,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,5,1.0,,202,1
12,4,4,8,0,0,8,12,8,8,8,12,0.0,5,4,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,1300,18,1,0,1,0,1,0,0,2,0,1,0,1,0,0,1,1,4,1.0,,203,0
0,0,2,2,0,0,14,14,8,8,8,8,0.0,3,3,1,1,0,1,1,0.0,0.0,1.0,1.0,1.0,1,1300,8,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,5,1.0,,204,0
2,2,12,14,2,2,14,8,8,8,8,12,0.0,5,5,1,1,1,0,1,0.0,0.0,1.0,0.0,0.0,0,2200,18,1,1,1,1,1,0,0,1,0,3,0,2,3,0,3,1,4,1.0,,205,0
4,8,4,4,2,2,8,8,2,8,8,8,0.0,4,1,1,0,0,0,1,0.0,1.0,1.0,0.0,1.0,1,900,8,1,0,1,0,0,0,1,0,0,2,0,2,0,0,1,1,5,1.0,,206,0
4,12,4,4,2,4,12,8,2,14,12,8,2.0,5,4,1,0,1,0,1,0.0,1.0,0.0,0.0,0.0,1,2200,22,1,1,1,0,1,0,1,2,0,3,1,3,1,0,2,1,6,1.0,,207,0
8,8,0,2,4,4,2,2,2,2,8,8,0.0,2,2,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,1,2200,18,2,0,2,1,0,1,1,0,0,4,1,1,0,0,1,1,6,1.0,,208,0
12,8,12,12,8,4,12,14,2,2,12,14,0.0,2,1,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,3500,8,2,1,1,1,1,0,1,0,2,2,1,3,2,0,2,1,3,1.0,,209,1
12,8,8,12,0,0,8,2,2,12,8,8,0.0,3,1,1,1,1,0,1,0.0,1.0,1.0,0.0,1.0,1,2200,22,2,0,1,0,1,0,0,0,0,2,0,2,3,0,2,1,5,1.0,,210,0
4,2,2,2,4,8,12,8,12,8,8,8,4.0,4,2,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,900,8,1,0,1,0,0,0,1,0,0,2,0,1,0,1,2,1,5,1.0,,211,1
12,14,12,14,8,2,12,8,2,2,2,12,0.0,5,2,1,1,0,0,1,0.0,0.0,1.0,0.0,0.0,1,3500,8,2,0,1,0,2,0,0,0,0,2,2,2,2,0,2,1,6,1.0,,212,0
4,8,8,8,0,0,2,8,8,8,8,12,0.0,4,4,1,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0,2200,13,1,0,0,0,0,0,0,0,0,2,0,1,4,0,3,1,4,1.0,,213,0
4,4,12,12,0,0,12,2,8,2,8,14,0.0,5,5,1,1,1,1,1,0.0,0.0,0.0,1.0,0.0,0,3500,22,1,0,0,0,0,0,0,1,0,3,0,1,4,0,3,1,5,1.0,,214,1
4,4,12,12,0,0,8,2,8,2,8,14,0.0,5,5,1,1,1,0,1,0.0,0.0,0.0,0.0,0.0,1,2200,13,1,0,0,0,1,0,0,0,0,2,0,1,3,0,2,1,4,1.0,,215,0
0,0,8,8,0,0,8,2,2,2,2,2,0.0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1300,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,3.0,,216,0
0,0,0,0,0,0,8,2,2,2,2,2,0.0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1300,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3.0,,217,0
4,4,8,8,0,0,12,2,2,2,2,2,0.0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0,1300,3,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,3.0,,218,0
4,4,8,12,4,4,8,12,8,8,8,12,0.0,3,2,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,1,2200,18,1,1,1,1,0,1,1,1,0,1,2,1,3,0,2,1,4,1.0,,219,1
4,4,8,12,4,8,8,12,2,8,12,12,0.0,2,1,1,0,1,1,1,0.0,0.0,1.0,0.0,1.0,1,2200,13,1,1,1,1,1,1,1,1,0,1,2,1,3,1,2,1,3,1.0,,220,1
2,4,8,12,2,4,8,12,2,8,8,12,0.0,0,2,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,1,1300,13,1,0,1,0,0,0,1,1,0,1,1,1,2,0,2,0,3,1.0,,221,1
2,4,8,8,4,12,8,12,2,8,8,12,0.0,1,2,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,1,2200,18,1,0,1,2,0,1,1,1,0,1,1,1,3,0,2,1,4,1.0,,222,1
4,4,8,8,12,8,12,8,8,8,8,14,2.0,3,2,1,1,1,1,1,0.0,0.0,0.0,0.0,1.0,1,2200,22,2,0,0,0,0,0,0,1,0,1,0,1,4,0,1,0,4,1.0,,223,1
2,4,8,12,4,4,8,8,2,8,12,12,0.0,2,2,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,1,3500,13,1,1,1,1,1,1,2,1,0,2,3,1,3,1,2,1,4,1.0,,224,0
2,4,8,12,8,4,8,12,2,8,8,12,0.0,3,2,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,1,2200,13,1,1,1,1,0,1,1,1,0,1,2,1,3,1,2,1,5,1.0,,225,0
4,4,8,8,4,4,8,12,8,8,12,14,0.0,3,2,1,0,0,1,1,0.0,0.0,1.0,0.0,1.0,1,3500,22,1,1,1,1,1,1,2,1,0,2,2,1,4,1,2,1,6,1.0,,226,0
4,4,8,8,4,4,8,12,8,8,8,12,0.0,2,2,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,1,2200,18,1,1,1,1,1,1,1,1,0,1,1,1,3,1,2,1,4,1.0,,227,0
4,4,8,8,4,8,8,12,8,8,8,12,0.0,2,2,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,1,2200,13,1,0,1,1,0,1,2,1,0,1,2,1,3,1,2,1,4,1.0,,228,0
2,4,8,8,4,4,8,12,2,8,12,14,2.0,2,2,1,0,1,1,1,0.0,0.0,1.0,0.0,1.0,1,2200,18,1,0,1,1,1,1,1,1,0,1,1,1,3,1,2,1,4,1.0,,229,0
2,4,8,12,4,4,8,12,2,8,8,12,2.0,3,2,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,1,2200,13,1,1,2,0,1,1,1,1,0,2,1,1,4,1,2,1,5,1.0,,230,0
2,4,8,8,4,4,8,12,2,8,12,14,2.0,2,2,1,0,0,1,1,0.0,0.0,1.0,0.0,1.0,1,2200,18,1,1,1,1,0,1,1,1,0,1,2,1,3,1,2,1,5,1.0,,231,0
4,2,8,8,4,8,8,12,2,2,8,14,0.0,2,3,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1,2200,13,1,1,1,1,1,1,2,1,0,1,2,1,3,0,2,1,4,1.0,,232,0
4,4,8,8,0,0,8,8,2,8,12,14,0.0,2,2,1,0,0,1,1,0.0,0.0,1.0,0.0,0.0,1,1300,8,1,1,1,0,0,0,0,1,0,1,0,1,2,0,2,1,4,1.0,,233,0
4,4,8,12,0,0,8,12,8,8,8,14,2.0,0,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1,1300,13,1,0,1,1,1,0,0,1,0,1,0,1,2,1,2,0,3,1.0,,234,0
2,4,8,8,0,0,8,12,8,8,8,14,0.0,2,2,1,0,0,1,1,0.0,0.0,0.0,0.0,1.0,1,1300,13,1,0,1,1,0,0,0,1,0,1,0,1,2,0,2,1,4,4.0,,235,0
4,4,8,8,4,4,8,12,2,8,8,14,2.0,0,3,1,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,1300,13,1,0,0,1,0,0,1,1,0,1,1,1,2,1,1,0,4,1.0,,236,0
4,4,8,8,0,0,8,12,2,8,12,14,2.0,0,3,1,0,0,1,1,0.0,0.0,1.0,0.0,1.0,1,1300,13,1,0,0,0,0,0,0,1,0,1,0,1,2,1,2,0,4,1.0,,237,0
8,12,8,8,4,2,8,14,8,12,8,8,0.0,5,5,1,1,1,0,1,0.0,0.0,0.0,0.0,1.0,1,2200,22,1,1,0,0,1,0,1,1,0,3,0,3,0,0,2,1,4,1.0,,238,0
2,4,12,14,8,4,2,14,2,12,12,14,0.0,5,5,1,0,1,0,1,0.0,0.0,0.0,0.0,1.0,1,900,18,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,5,1.0,,239,0
2,4,8,12,8,8,8,12,2,8,8,14,0.0,3,2,1,0,1,1,1,0.0,0.0,0.0,0.0,1.0,1,3500,18,1,1,1,1,1,1,2,1,0,1,3,1,4,0,2,1,5,1.0,,240,1
