,x1,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x60,x62
45,Iya,Rumah,4,Sejuk,2200 VA,Ya,6-10,1,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,Tidak ada,1,< 2 jam,< 2 jam,4 - 8 jam,8 - 12 jam,< 2 jam,< 2 jam,3 kali,3 kali,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,> 12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
46,Iya,Rumah,4,Panas,2200 VA,Ya,16-20,1,1,1,1,1,1,1,2,1,2,Tidak ada,1,2,Tidak ada,2,1,4 - 8 jam,8 - 12 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,2 - 4 jam,4 kali,4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Ya,3-8 Jam,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,4.0
47,Iya,Rumah,4,Panas,2200 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,2,3,Tidak ada,3,Tidak ada,< 2 jam,< 2 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,1 kali,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,3-8 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
48,Iya,Rumah,> 5,Panas,2200 VA,Tidak,10-15,1,Tidak ada,1,Tidak ada,1,Tidak ada,3,1,Tidak ada,1,Tidak ada,2,3,Tidak ada,5,2,4 - 8 jam,8 - 12 jam,4 - 8 jam,> 12 jam,4 - 8 jam,< 2 jam,> 4 Kali,> 4 kali,Ya,Ya,Ya,Tidak,Ya,Tidak,Ya,> 12 Jam,> 12 Jam,9-12 Jam,3-8 Jam,> 12 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,4.0
49,Iya,Rumah,1,Sejuk,2200 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,3,1,Tidak ada,4,1,< 2 jam,< 2 jam,4 - 8 jam,4 - 8 jam,< 2 jam,< 2 jam,4 kali,4 kali,Ya,Ya,Tidak,Tidak,Ya,Ya,Tidak,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,3.0
50,Iya,Rumah,4,Sejuk,2200 VA,Tidak,16-20,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,1,1,1,2,Tidak ada,2,1,2 - 4 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,1 kali,1 kali,Ya,Ya,Tidak,Ya,Ya,Ya,Ya,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Agustus,4.0
51,Iya,Rumah,3,Sejuk,1300 VA,Ya,10-15,2,1,1,Tidak ada,1,Tidak ada,3,2,Tidak ada,1,1,1,3,Tidak ada,1,1,4 - 8 jam,> 12 jam,4 - 8 jam,> 12 jam,8 - 12 jam,8 - 12 jam,4 kali,> 4 kali,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Ya,3-8 Jam,9-12 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Desember,4.0
52,Iya,Rumah,> 5,Sejuk,1300 VA,Tidak,6-10,lebih dari 5,Tidak ada,4,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,5,3,Tidak ada,2,1,< 2 jam,< 2 jam,> 8 jam,8 - 12 jam,4 - 8 jam,4 - 8 jam,3 kali,3 kali,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,9-12 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Mei,4.0
53,Iya,Rumah,> 5,Sejuk,1300 VA,Ya,16-20,1,1,1,Tidak ada,1,1,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,2,Tidak ada,Tidak ada,3,1,Tidak punya TV,Tidak punya TV,4 - 8 jam,4 - 8 jam,< 2 jam,< 2 jam,2 kali,2 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,3.0
54,Iya,Rumah,3,Panas,450 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,2,1,Tidak punya TV,Tidak punya TV,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,3 kali,3 kali,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,3-8 Jam,3-8 Jam,9-12 Jam,9-12 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
55,Iya,Rumah,5,Panas,2200 VA,Tidak,6-10,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,1,Tidak ada,1,2,Tidak ada,2,1,< 2 jam,2 - 4 jam,2 - 4 jam,2 - 4 jam,2 - 4 jam,2 - 4 jam,2 kali,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,<2 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.500.001 - Rp 2.000.000,Tidak Ada perbedaan signifikan,4.0
56,Iya,Rumah,4,Sejuk,2200 VA,Ya,1-5,1,1,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,1,Tidak ada,2 - 4 jam,4 - 8 jam,< 2 jam,2 - 4 jam,< 2 jam,4 - 8 jam,Tidak punya mesin cuci,3 kali,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,<2 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,4.0
57,Iya,Rumah,2,Sejuk,2200 VA,Tidak,10-15,1,1,1,1,Tidak ada,Tidak ada,1,1,Tidak ada,1,1,1,1,Tidak ada,2,1,2 - 4 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,4 - 8 jam,4 - 8 jam,4 kali,1 kali,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,9-12 Jam,<2 Jam,<2 Jam,3-8 Jam,<2 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
58,Iya,Rumah,3,Panas,450 VA,Tidak,10-15,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,2,Tidak ada,1,Tidak ada,Tidak ada,2,1,< 2 jam,< 2 jam,> 8 jam,> 12 jam,Tidak punya komputer,Tidak punya komputer,3 kali,2 kali,Tidak,Tidak,Tidak,Ya,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,<2 Jam,9-12 Jam,<2 Jam,<2 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,3.0
59,Iya,Rumah,5,Sejuk,2200 VA,Tidak,lebih dari 20,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,3,Tidak ada,3,1,< 2 jam,< 2 jam,> 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,3 kali,> 4 kali,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,> 12 Jam,<2 Jam,<2 Jam,9-12 Jam,9-12 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,4.0
60,Iya,Rumah,4,Sejuk,900 VA,Ya,10-15,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,2,1,4 - 8 jam,8 - 12 jam,2 - 4 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,3 kali,4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
61,Iya,Rumah,> 5,Panas,2200 VA,Ya,lebih dari 20,1,1,1,Tidak ada,Tidak ada,Tidak ada,3,3,Tidak ada,2,2,lebih dari 5,5,Tidak ada,2,1,4 - 8 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,4 - 8 jam,8 - 12 jam,3 kali,2 kali,Ya,Ya,Ya,Ya,Ya,Ya,Ya,> 12 Jam,> 12 Jam,> 12 Jam,> 12 Jam,> 12 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,> Rp 2.000.000,Tidak Ada perbedaan signifikan,2.0
62,Iya,Kos,1,Panas,1300 VA,Ya,1-5,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,< 2 jam,< 2 jam,4 - 8 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,Tidak punya mesin cuci,Tidak punya setrika,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,9-12 Jam,> 12 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,Ya,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,4.0
63,Iya,Rumah,> 5,Panas,1300 VA,Tidak,10-15,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,1,Tidak ada,3,1,< 2 jam,< 2 jam,> 8 jam,> 12 jam,4 - 8 jam,< 2 jam,> 4 Kali,3 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
64,Iya,Rumah,4,Panas,1300 VA,Ya,10-15,1,1,1,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,2,1,< 2 jam,< 2 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,< 2 jam,3 kali,3 kali,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Ya,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,3.0
65,Iya,Rumah,5,Panas,2200 VA,Tidak,10-15,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,1,Tidak ada,1,2,Tidak ada,1,1,< 2 jam,2 - 4 jam,< 2 jam,8 - 12 jam,2 - 4 jam,4 - 8 jam,3 kali,4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,3-8 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,4.0
66,Iya,Rumah,3,Sejuk,2200 VA,Tidak,6-10,1,1,1,1,1,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,2,1,4 - 8 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,2 kali,2 kali,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,"Januari, Februari, Maret, April, Mei, Juni, Juli, Agustus, September, Oktober, November, Desember, Tidak Ada perbedaan signifikan",4.0
67,Iya,Rumah,4,Sejuk,1300 VA,Ya,16-20,1,1,Tidak ada,Tidak ada,Tidak ada,1,2,1,Tidak ada,2,Tidak ada,1,3,Tidak ada,Tidak ada,1,< 2 jam,4 - 8 jam,> 8 jam,> 12 jam,> 12 jam,> 12 jam,1 kali,1 kali,Tidak,Ya,Tidak,Tidak,Tidak,Ya,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,> 12 Jam,> 12 Jam,3-8 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
68,Iya,Rumah,3,Sejuk,900 VA,Tidak,10-15,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,3,1,< 2 jam,< 2 jam,4 - 8 jam,4 - 8 jam,< 2 jam,2 - 4 jam,3 kali,1 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,3-8 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,"Maret, Tidak Ada perbedaan signifikan",4.0
69,Iya,Rumah,2,Panas,2200 VA,Tidak,6-10,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,2,Tidak ada,2,Tidak ada,Tidak punya TV,Tidak punya TV,> 8 jam,> 12 jam,Tidak punya komputer,< 2 jam,1 kali,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Desember,3.0
70,Iya,Rumah,5,Panas,1300 VA,Tidak,16-20,1,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,1,1,1,2,Tidak ada,1,1,2 - 4 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,< 2 jam,2 - 4 jam,2 kali,3 kali,Tidak,Ya,Tidak,Ya,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,9-12 Jam,9-12 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,3.0
71,Iya,Rumah,3,Sejuk,1300 VA,Ya,16-20,1,1,1,1,Tidak ada,1,2,1,Tidak ada,Tidak ada,Tidak ada,2,4,Tidak ada,3,2,Tidak punya TV,Tidak punya TV,> 8 jam,> 12 jam,2 - 4 jam,4 - 8 jam,1 kali,1 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,9-12 Jam,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,3.0
72,Iya,Rumah,4,Panas,900 VA,Ya,6-10,lebih dari 5,3,lebih dari 5,1,Tidak ada,Tidak ada,Tidak ada,lebih dari 5,lebih dari 5,lebih dari 5,lebih dari 5,lebih dari 5,5,Tidak ada,lebih dari 5,4,Tidak punya TV,< 2 jam,4 - 8 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,3 kali,2 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
73,Iya,Apartemen,1,Panas,2200 VA,Ya,1-5,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,1,1,Tidak punya TV,Tidak punya TV,> 8 jam,> 12 jam,< 2 jam,4 - 8 jam,3 kali,1 kali,Ya,Tidak,Tidak,Tidak,Ya,Ya,Tidak,> 12 Jam,<2 Jam,<2 Jam,<2 Jam,> 12 Jam,<2 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,2.0
74,Iya,Rumah,> 5,Sejuk,> 2200 VA,Ya,lebih dari 20,1,Tidak ada,1,1,Tidak ada,Tidak ada,Tidak ada,1,1,1,Tidak ada,1,1,Tidak ada,3,1,< 2 jam,< 2 jam,> 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,> 4 Kali,> 4 kali,Tidak,Ya,Ya,Tidak,Tidak,Tidak,Tidak,9-12 Jam,<2 Jam,9-12 Jam,9-12 Jam,9-12 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 1.500.001 - Rp 2.000.000,Tidak Ada perbedaan signifikan,3.0
75,Iya,Rumah,4,Sejuk,2200 VA,Ya,10-15,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,2,1,1,Tidak ada,Tidak ada,4,Tidak ada,2 - 4 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,< 2 jam,< 2 jam,> 4 Kali,4 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Tidak,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,3.0
76,Iya,Rumah,4,Panas,2200 VA,Tidak,16-20,1,Tidak ada,1,Tidak ada,1,Tidak ada,1,1,Tidak ada,3,1,1,2,Tidak ada,5,1,4 - 8 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,2 - 4 jam,8 - 12 jam,> 4 Kali,> 4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,<2 Jam,3-8 Jam,3-8 Jam,9-12 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,2.0
77,Iya,Rumah,4,Panas,2200 VA,Tidak,10-15,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,2,Tidak ada,1,4,Tidak ada,5,1,2 - 4 jam,4 - 8 jam,2 - 4 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,3 kali,3 kali,Ya,Ya,Ya,Tidak,Tidak,Ya,Tidak,3-8 Jam,<2 Jam,9-12 Jam,9-12 Jam,3-8 Jam,> 12 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
78,Iya,Rumah,4,Sejuk,2200 VA,Ya,16-20,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,2,Tidak ada,1,4,Tidak ada,4,1,< 2 jam,4 - 8 jam,4 - 8 jam,4 - 8 jam,Tidak punya komputer,Tidak punya komputer,> 4 Kali,4 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,3.0
79,Iya,Rumah,4,Panas,> 2200 VA,Tidak,lebih dari 20,1,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,3,Tidak ada,1,5,1,3,1,2 - 4 jam,8 - 12 jam,> 8 jam,> 12 jam,Tidak punya komputer,Tidak punya komputer,> 4 Kali,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,Ya,>4 Jam,Rp. 1.000.001 - Rp 1.500.000,Tidak Ada perbedaan signifikan,2.0
80,Iya,Rumah,4,Sejuk,1300 VA,Tidak,10-15,1,1,1,1,1,Tidak ada,1,1,Tidak ada,1,1,1,1,Tidak ada,3,Tidak ada,< 2 jam,< 2 jam,2 - 4 jam,4 - 8 jam,< 2 jam,4 - 8 jam,2 kali,1 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,3-8 Jam,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,Ya,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,4.0
81,Iya,Rumah,2,Panas,900 VA,Tidak,1-5,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,2,Tidak ada,2 - 4 jam,2 - 4 jam,> 8 jam,> 12 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,4 kali,Ya,Ya,Tidak,Tidak,Tidak,Ya,Tidak,9-12 Jam,3-8 Jam,<2 Jam,<2 Jam,3-8 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,"Juli, Agustus, September",4.0
82,Iya,Rumah,3,Panas,900 VA,Tidak,1-5,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,Tidak ada,3,Tidak ada,2 - 4 jam,4 - 8 jam,4 - 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,9-12 Jam,<2 Jam,<2 Jam,3-8 Jam,> 12 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,"Juni, Juli, Agustus, September, Oktober, Tidak Ada perbedaan signifikan",1.0
83,Iya,Rumah,2,Sejuk,2200 VA,Tidak,6-10,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,2,Tidak ada,1,Tidak ada,Tidak ada,4,1,2 - 4 jam,2 - 4 jam,2 - 4 jam,2 - 4 jam,Tidak punya komputer,Tidak punya komputer,4 kali,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,3-8 Jam,<2 Jam,<2 Jam,<2 Jam,3-8 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,2.0
84,Iya,Rumah,> 5,Panas,> 2200 VA,Ya,16-20,lebih dari 5,4,4,3,3,3,1,2,1,1,5,1,lebih dari 5,3,5,2,2 - 4 jam,8 - 12 jam,< 2 jam,Tidak punya AC/kipas angin,4 - 8 jam,4 - 8 jam,3 kali,3 kali,Tidak,Ya,Ya,Tidak,Tidak,Ya,Ya,<2 Jam,9-12 Jam,<2 Jam,<2 Jam,3-8 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,"Januari, Februari, Maret, April, Mei, Juni, Juli, Agustus, September, Oktober, November, Desember, Tidak Ada perbedaan signifikan",3.0
85,Iya,Rumah,4,Sejuk,2200 VA,Tidak,16-20,1,Tidak ada,1,1,Tidak ada,Tidak ada,1,1,Tidak ada,2,1,1,1,1,2,1,2 - 4 jam,8 - 12 jam,2 - 4 jam,4 - 8 jam,4 - 8 jam,< 2 jam,3 kali,3 kali,Tidak,Ya,Tidak,Tidak,Ya,Tidak,Ya,9-12 Jam,> 12 Jam,3-8 Jam,9-12 Jam,> 12 Jam,<2 Jam,Ya,1-2 Jam,Rp. 1.500.001 - Rp 2.000.000,"Juni, Juli, Agustus",4.0
86,Iya,Rumah,3,Sejuk,2200 VA,Tidak,10-15,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,2,1,1,4,Tidak ada,4,1,4 - 8 jam,4 - 8 jam,4 - 8 jam,4 - 8 jam,2 - 4 jam,< 2 jam,4 kali,3 kali,Tidak,Ya,Tidak,Tidak,Tidak,Tidak,Tidak,<2 Jam,<2 Jam,3-8 Jam,3-8 Jam,3-8 Jam,9-12 Jam,TIdak,Tidak mempunyai kendaraan listrik,Rp. 500.000 - Rp. 1.000.000,Tidak Ada perbedaan signifikan,3.0
87,Iya,Kos,1,Panas,900 VA,Tidak,1-5,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,1,Tidak ada,Tidak ada,1,Tidak ada,1,Tidak ada,< 2 jam,< 2 jam,> 8 jam,8 - 12 jam,Tidak punya komputer,Tidak punya komputer,Tidak punya mesin cuci,Tidak punya setrika,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Ya,3-8 Jam,> 12 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,"Juni, Juli",1.0
88,Iya,Kos,1,Panas,900 VA,Tidak,1-5,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak ada,Tidak ada,1,Tidak ada,Tidak punya TV,Tidak punya TV,> 8 jam,> 12 jam,4 - 8 jam,> 12 jam,Tidak punya mesin cuci,Tidak punya setrika,Ya,Tidak,Tidak,Tidak,Tidak,Ya,Tidak,> 12 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,<2 Jam,TIdak,Tidak mempunyai kendaraan listrik,< Rp. 500.000,Tidak Ada perbedaan signifikan,1.0
